Mã đơn hàng,Ngày tạo đơn,order_date,order_hour,order_weekday,Siêu thị,Số chuyến,Giá trị đơn hàng,Tổng phí trả tài xế,profit,fee_ratio,total_process_time,delay_assign,delay_arrive_store,delay_pickup,multi_trip,is_completed,sla_30m,delivery_speed_cat
26502/7,2023-03-03,2023-03-03,8,Friday,CM Tuy Lý Vương,0,195000,0.0,195000.0,0.0,32.7,0.25,10.516666666666667,0.0,0,1,0,normal
74402/1,2023-03-03,2023-03-03,8,Friday,CM Tuy Lý Vương,2,548478,15000.0,533478.0,0.027348407775699298,32.583333333333336,0.25,10.516666666666667,0.0,1,1,0,normal
74399/1,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,3436000,30000.0,3406000.0,0.008731082654249126,27.316666666666666,0.15,0.6333333333333333,0.0,0,1,1,fast
74399/1,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,3436000,22500.0,3413500.0,0.006548311990686845,,0.15,,,0,0,0,
76418/15,2023-03-02,2023-03-02,12,Thursday,CM Tuy Lý Vương,1,1344600,7500.0,1337100.0,0.005577867023650156,18.15,0.45,0.9833333333333333,0.0,0,1,1,fast
74170/1,2023-03-02,2023-03-02,12,Thursday,CM Tuy Lý Vương,1,631600,7500.0,624100.0,0.011874604179860672,18.45,0.4666666666666667,0.5166666666666667,0.0,0,1,1,fast
74188/1,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,475000,7500.0,467500.0,0.015789473684210527,17.333333333333332,0.2,1.5666666666666667,0.0,0,1,1,fast
76308/15,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,258300,15000.0,243300.0,0.05807200929152149,19.15,0.21666666666666667,1.2333333333333334,0.0,0,1,1,fast
76309/15,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,223500,15000.0,208500.0,0.06711409395973154,19.15,0.4666666666666667,0.9166666666666666,0.0,0,1,1,fast
76356/15,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,0,809600,0.0,809600.0,0.0,34.36666666666667,0.75,0.6166666666666667,0.0,0,1,0,normal
74165/1,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,661800,15000.0,646800.0,0.022665457842248413,34.2,0.75,0.6166666666666667,0.0,0,1,0,normal
37470/14,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,733000,7500.0,725500.0,0.010231923601637109,43.38333333333333,0.26666666666666666,2.0833333333333335,0.0,0,1,0,normal
74175/1,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,718092,7500.0,710592.0,0.01044434417874033,25.666666666666668,0.2833333333333333,1.7166666666666666,0.0,0,1,1,fast
66933/3,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,1506700,7500.0,1499200.0,0.004977765978628791,31.716666666666665,0.23333333333333334,1.8166666666666667,0.0,0,1,0,normal
74061/1,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,208100,15000.0,193100.0,0.07208073041806824,32.0,0.26666666666666666,1.5166666666666666,0.0,0,1,0,normal
58529/8,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,1026500,15000.0,1011500.0,0.014612761811982464,55.0,0.2833333333333333,1.1,0.0,0,1,0,slow
76321/15,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,1,344400,7500.0,336900.0,0.02177700348432056,51.2,0.2,1.15,0.0,0,1,0,slow
37498/14,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,0,1838200,0.0,1838200.0,0.0,37.75,0.18333333333333332,3.783333333333333,0.0,0,1,0,normal
50831/5,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,2,1032000,30000.0,1002000.0,0.029069767441860465,37.583333333333336,0.18333333333333332,3.783333333333333,0.0,1,1,0,normal
37565/14,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,1755500,7500.0,1748000.0,0.004272287097692965,64.88333333333334,0.21666666666666667,1.4833333333333334,0.0,0,1,0,slow
37463/14,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,500400,15000.0,485400.0,0.02997601918465228,64.66666666666667,0.25,1.2333333333333334,0.0,0,1,0,slow
58469/8,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,3186100,15000.0,3171100.0,0.004707950158500989,64.35,0.26666666666666666,0.95,0.0,0,1,0,slow
66890/3,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,2,1088835,30000.0,1058835.0,0.027552383970023006,,0.18333333333333332,,,1,0,0,
74082/1,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,1302900,15000.0,1287900.0,0.011512779184895234,10.95,0.4166666666666667,3.8333333333333335,0.0,0,1,1,very_fast
58239/08,2023-03-01,2023-03-01,8,Wednesday,CM Tuy Lý Vương,1,2909900,15000.0,2894900.0,0.005154816316711914,15.583333333333334,0.16666666666666666,0.7166666666666667,0.0,0,1,1,fast
58230/08,2023-03-01,2023-03-01,8,Wednesday,CM Tuy Lý Vương,2,534000,22500.0,511500.0,0.042134831460674156,31.183333333333334,0.16666666666666666,1.0,0.0,1,1,0,normal
76266/15,2023-03-01,2023-03-01,7,Wednesday,CM Tuy Lý Vương,1,2961000,7500.0,2953500.0,0.0025329280648429585,10.766666666666667,0.18333333333333332,1.0166666666666666,0.0,0,1,1,very_fast
58229/08,2023-03-01,2023-03-01,7,Wednesday,CM Tuy Lý Vương,1,3436000,30000.0,3406000.0,0.008731082654249126,33.86666666666667,0.2,0.7666666666666667,0.0,0,1,0,normal
26678/7,2023-03-03,2023-03-03,20,Friday,CM Tuy Lý Vương,0,590000,0.0,590000.0,0.0,42.93333333333333,0.3333333333333333,24.383333333333333,0.0,0,1,0,normal
51283/5,2023-03-03,2023-03-03,20,Friday,CM Tuy Lý Vương,0,614400,0.0,614400.0,0.0,42.56666666666667,0.3333333333333333,24.383333333333333,0.0,0,1,0,normal
51280/5,2023-03-03,2023-03-03,20,Friday,CM Tuy Lý Vương,1,656900,15000.0,641900.0,0.022834525803014157,42.4,0.3333333333333333,24.383333333333333,0.0,0,1,0,normal
38065/14,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,1,379100,15000.0,364100.0,0.039567396465312585,45.95,0.18333333333333332,14.633333333333333,0.0,0,1,0,slow
67366/3,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,1,433200,15000.0,418200.0,0.03462603878116344,46.25,0.2,15.0,0.0,0,1,0,slow
26652/7,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,0,700000,0.0,700000.0,0.0,50.016666666666666,0.16666666666666666,18.55,0.0,0,1,0,slow
67308/3,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,1,1358173,22500.0,1335673.0,0.016566372619688362,49.8,0.16666666666666666,18.55,0.0,0,1,0,slow
26642/7,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,0,165000,0.0,165000.0,0.0,53.4,0.23333333333333334,21.783333333333335,0.0,0,1,0,slow
51212/5,2023-03-03,2023-03-03,19,Friday,CM Tuy Lý Vương,1,1089500,7500.0,1082000.0,0.006883891693437357,53.3,0.23333333333333334,21.783333333333335,0.0,0,1,0,slow
38159/14,2023-03-03,2023-03-03,18,Friday,CM Tuy Lý Vương,1,285800,7500.0,278300.0,0.026242127361791462,37.18333333333333,0.21666666666666667,32.516666666666666,0.0,0,1,0,normal
38133/14,2023-03-03,2023-03-03,18,Friday,CM Tuy Lý Vương,1,2433700,7500.0,2426200.0,0.0030817274109380777,33.15,0.21666666666666667,31.05,0.0,0,1,0,normal
74500/1,2023-03-03,2023-03-03,18,Friday,CM Tuy Lý Vương,1,1403000,15000.0,1388000.0,0.010691375623663579,37.53333333333333,0.23333333333333334,30.75,0.0,0,1,0,normal
37883/14,2023-03-03,2023-03-03,18,Friday,CM Tuy Lý Vương,1,475000,15000.0,460000.0,0.031578947368421054,37.78333333333333,0.23333333333333334,32.733333333333334,0.0,0,1,0,normal
58843/8,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,658200,22500.0,635700.0,0.034184138559708296,54.733333333333334,0.18333333333333332,4.85,0.0,0,1,0,slow
38062/14,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,0,1825500,0.0,1825500.0,0.0,54.88333333333333,0.18333333333333332,4.85,0.0,0,1,0,slow
26592/7,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,0,165000,0.0,165000.0,0.0,57.53333333333333,0.26666666666666666,7.15,0.0,0,1,0,slow
74493/1,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,462300,15000.0,447300.0,0.03244646333549643,57.36666666666667,0.26666666666666666,7.15,0.0,0,1,0,slow
5883/8,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,803314,7500.0,795814.0,0.009336324276683837,60.333333333333336,0.3333333333333333,10.2,0.0,0,1,0,slow
58900/8,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,1411800,7500.0,1404300.0,0.0053123671908202295,60.583333333333336,0.35,10.433333333333334,0.0,0,1,0,slow
74488/1,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,574400,7500.0,566900.0,0.013057103064066853,60.78333333333333,0.36666666666666664,10.65,0.0,0,1,0,slow
67216/3,2023-03-03,2023-03-03,17,Friday,CM Tuy Lý Vương,1,3475900,22500.0,3453400.0,0.006473143646249892,26.033333333333335,0.15,5.533333333333333,0.0,0,1,1,fast
67295/3,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,1,833300,7500.0,825800.0,0.009000360014400577,31.0,0.21666666666666667,10.533333333333333,0.0,0,1,0,normal
38093/14,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,1,297300,7500.0,289800.0,0.025227043390514632,31.266666666666666,0.23333333333333334,10.9,0.0,0,1,0,normal
67274/3,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,0,1022800,0.0,1022800.0,0.0,256.6666666666667,0.3,13.15,0.0,0,1,0,slow
67275/3,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,1,1904646,30000.0,1874646.0,0.015750958445821427,256.48333333333335,0.3,13.15,0.0,0,1,0,slow
388063/14,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,0,505600,0.0,505600.0,0.0,50.266666666666666,0.25,5.716666666666667,0.0,0,1,0,slow
58860/8,2023-03-03,2023-03-03,16,Friday,CM Tuy Lý Vương,1,1219700,15000.0,1204700.0,0.012298106091661884,50.083333333333336,0.25,5.716666666666667,0.0,0,1,0,slow
67254/3,2023-03-03,2023-03-03,15,Friday,CM Tuy Lý Vương,1,404200,7500.0,396700.0,0.01855517070757051,52.45,0.2,7.833333333333333,0.0,0,1,0,slow
74501/1,2023-03-03,2023-03-03,15,Friday,CM Tuy Lý Vương,1,951400,7500.0,943900.0,0.007883119613201598,52.8,0.21666666666666667,8.316666666666666,0.0,0,1,0,slow
67216/3,2023-03-03,2023-03-03,15,Friday,CM Tuy Lý Vương,1,3475900,7500.0,3468400.0,0.002157714548749964,53.083333333333336,0.25,8.516666666666667,0.0,0,0,0,slow
67230/3,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,319700,22500.0,297200.0,0.07037847982483578,38.916666666666664,0.16666666666666666,23.4,0.0,0,1,0,normal
74456/1,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,0,2666500,0.0,2666500.0,0.0,62.2,0.13333333333333333,37.38333333333333,0.0,0,1,0,slow
26574/7,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,1410000,37500.0,1372500.0,0.026595744680851064,62.06666666666667,0.13333333333333333,37.38333333333333,0.0,0,1,0,slow
74456/1,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,2666500,45000.0,2621500.0,0.01687605475342209,,0.16666666666666666,,,0,0,0,
26574/7,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,0,1410000,0.0,1410000.0,0.0,,0.16666666666666666,,,0,0,0,
74471/1,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,372338,7500.0,364838.0,0.02014298836003846,36.8,0.16666666666666666,2.35,0.0,0,1,0,normal
26576/7,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,0,358000,0.0,358000.0,0.0,33.916666666666664,0.25,7.1,0.0,0,1,0,normal
74457/1,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,656300,7500.0,648800.0,0.011427700746609782,33.8,0.25,7.1,0.0,0,1,0,normal
58769/8,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,330555,7500.0,323055.0,0.022689113763216407,36.4,0.18333333333333332,9.4,0.0,0,1,0,normal
58738/8,2023-03-03,2023-03-03,12,Friday,CM Tuy Lý Vương,1,1015741,7500.0,1008241.0,0.007383772044251438,35.96666666666667,0.18333333333333332,9.133333333333333,0.0,0,1,0,normal
58746/8,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,1,470719,15000.0,455719.0,0.031866145194903966,43.38333333333333,0.16666666666666666,16.916666666666668,0.0,0,1,0,normal
74439/1,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,1,237000,22500.0,214500.0,0.0949367088607595,33.63333333333333,0.18333333333333332,17.15,0.0,0,0,0,normal
37907/14,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,0,4006500,0.0,4006500.0,0.0,27.566666666666666,0.15,25.066666666666666,0.0,0,1,1,fast
26541/7,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,1,1137000,15000.0,1122000.0,0.013192612137203167,27.433333333333334,0.15,25.066666666666666,0.0,0,1,1,fast
67214/3,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,1,1146818,15000.0,1131818.0,0.013079669136689518,29.333333333333332,0.15,26.833333333333332,0.0,0,1,1,fast
74403/1,2023-03-03,2023-03-03,10,Friday,CM Tuy Lý Vương,2,1780000,30000.0,1750000.0,0.016853932584269662,39.583333333333336,0.15,5.216666666666667,0.0,1,1,0,normal
67194/3,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,1,275400,7500.0,267900.0,0.027233115468409588,42.88333333333333,0.13333333333333333,0.5666666666666667,0.0,0,1,0,normal
37876/14,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,1,872400,15000.0,857400.0,0.0171939477303989,46.05,0.2,3.7,0.0,0,1,0,slow
37781/14,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,1,1253600,15000.0,1238600.0,0.011965539246968731,5.766666666666667,0.21666666666666667,3.9166666666666665,0.0,0,1,1,very_fast
37888/14,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,0,87800,0.0,87800.0,0.0,6.866666666666666,0.15,1.6666666666666667,0.0,0,1,1,very_fast
51152/5,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,1,373500,7500.0,366000.0,0.020080321285140562,6.733333333333333,0.15,1.6666666666666667,0.0,0,1,1,very_fast
51144/5,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,1,310000,7500.0,302500.0,0.024193548387096774,10.166666666666666,0.16666666666666666,4.766666666666667,0.0,0,1,1,very_fast
26507/7,2023-03-03,2023-03-03,9,Friday,CM Tuy Lý Vương,0,145000,0.0,145000.0,0.0,10.333333333333334,0.16666666666666666,4.766666666666667,0.0,0,1,1,very_fast
37725/14,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,1844200,7500.0,1836700.0,0.004066804034269602,55.36666666666667,0.3,22.1,0.0,0,1,0,slow
74400/1,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,429000,15000.0,414000.0,0.03496503496503497,55.63333333333333,0.31666666666666665,22.3,0.0,0,1,0,slow
58626/8,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,261300,7500.0,253800.0,0.02870264064293915,55.833333333333336,0.3333333333333333,22.516666666666666,0.0,0,1,0,slow
37702/14,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,1,323800,15000.0,308800.0,0.04632489190858555,56.05,0.35,22.716666666666665,0.0,0,1,0,slow
74401/1,2023-03-03,2023-03-03,7,Friday,CM Tuy Lý Vương,2,1726145,30000.0,1696145.0,0.017379768211824614,56.35,0.38333333333333336,22.916666666666668,0.0,1,1,0,slow
58662/8,2023-03-02,2023-03-02,20,Thursday,CM Tuy Lý Vương,1,507500,7500.0,500000.0,0.014778325123152709,75.65,0.18333333333333332,15.05,0.0,0,1,0,slow
37640/14,2023-03-02,2023-03-02,20,Thursday,CM Tuy Lý Vương,1,599020,15000.0,584020.0,0.025040900136890254,75.93333333333334,0.18333333333333332,14.816666666666666,0.0,0,1,0,slow
74305/1,2023-03-02,2023-03-02,19,Thursday,CM Tuy Lý Vương,1,2255100,7500.0,2247600.0,0.0033257948649727284,21.35,0.6,5.916666666666667,0.0,0,1,1,fast
58611/8,2023-03-02,2023-03-02,19,Thursday,CM Tuy Lý Vương,1,958362,7500.0,950862.0,0.00782585286144484,21.15,0.6,5.7,0.0,0,1,1,fast
37724/14,2023-03-02,2023-03-02,19,Thursday,CM Tuy Lý Vương,1,1239000,15000.0,1224000.0,0.012106537530266344,7.583333333333333,0.2,1.9333333333333333,0.0,0,1,1,very_fast
58629/8,2023-03-02,2023-03-02,19,Thursday,CM Tuy Lý Vương,1,435500,7500.0,428000.0,0.01722158438576349,131.71666666666667,0.2,1.6,0.0,0,1,0,slow
51060/5,2023-03-02,2023-03-02,18,Thursday,CM Tuy Lý Vương,1,809478,7500.0,801978.0,0.009265230185378726,70.76666666666667,0.16666666666666666,4.433333333333334,0.0,0,1,0,slow
37709/14,2023-03-02,2023-03-02,18,Thursday,CM Tuy Lý Vương,1,245500,7500.0,238000.0,0.03054989816700611,74.65,0.25,8.3,0.0,0,1,0,slow
74276/1,2023-03-02,2023-03-02,18,Thursday,CM Tuy Lý Vương,1,1886900,7500.0,1879400.0,0.003974773437914039,75.15,0.26666666666666666,8.85,0.0,0,1,0,slow
37641/14,2023-03-02,2023-03-02,18,Thursday,CM Tuy Lý Vương,1,935000,15000.0,920000.0,0.016042780748663103,74.9,0.26666666666666666,8.566666666666666,0.0,0,1,0,slow
58609/8,2023-03-02,2023-03-02,18,Thursday,CM Tuy Lý Vương,2,618300,22500.0,595800.0,0.036390101892285295,75.4,0.2833333333333333,9.1,0.0,1,1,0,slow
67079/3,2023-03-02,2023-03-02,17,Thursday,CM Tuy Lý Vương,1,349200,15000.0,334200.0,0.0429553264604811,86.16666666666667,0.18333333333333332,9.716666666666667,0.0,0,1,0,slow
74124/1,2023-03-02,2023-03-02,17,Thursday,CM Tuy Lý Vương,1,499900,7500.0,492400.0,0.015003000600120024,58.3,0.16666666666666666,4.616666666666666,0.0,0,1,0,slow
58586/8,2023-03-02,2023-03-02,17,Thursday,CM Tuy Lý Vương,1,474300,7500.0,466800.0,0.015812776723592662,40.7,0.16666666666666666,1.4333333333333333,0.0,0,1,0,normal
74223/1,2023-03-02,2023-03-02,15,Thursday,CM Tuy Lý Vương,1,913482,15000.0,898482.0,0.016420684808239244,44.03333333333333,0.2,0.5833333333333334,0.0,0,1,0,normal
74180/1,2023-03-02,2023-03-02,15,Thursday,CM Tuy Lý Vương,1,1151700,15000.0,1136700.0,0.013024225058609012,51.63333333333333,0.15,0.75,0.0,0,1,0,slow
76413/15,2023-03-02,2023-03-02,15,Thursday,CM Tuy Lý Vương,0,968000,0.0,968000.0,0.0,51.8,0.15,0.75,0.0,0,1,0,slow
66975/3,2023-03-02,2023-03-02,15,Thursday,CM Tuy Lý Vương,1,454000,7500.0,446500.0,0.016519823788546256,53.81666666666667,0.15,2.65,0.0,0,1,0,slow
67042/3,2023-03-02,2023-03-02,15,Thursday,CM Tuy Lý Vương,1,873579,7500.0,866079.0,0.008585371214280563,12.766666666666667,0.21666666666666667,10.916666666666666,0.0,0,1,1,very_fast
50926/5,2023-03-02,2023-03-02,14,Thursday,CM Tuy Lý Vương,1,2180300,22500.0,2157800.0,0.010319680777874604,30.7,0.26666666666666666,0.65,0.0,0,1,0,normal
50959/5,2023-03-02,2023-03-02,13,Thursday,CM Tuy Lý Vương,1,1151600,7500.0,1144100.0,0.006512678013199028,34.28333333333333,0.2833333333333333,6.25,0.0,0,1,0,normal
74181/1,2023-03-02,2023-03-02,13,Thursday,CM Tuy Lý Vương,1,614300,7500.0,606800.0,0.012209018394921048,34.833333333333336,0.3,6.433333333333334,0.0,0,1,0,normal
67020/3,2023-03-02,2023-03-02,13,Thursday,CM Tuy Lý Vương,1,914093,7500.0,906593.0,0.008204854429472712,35.05,0.31666666666666665,6.65,0.0,0,1,0,normal
74177/1,2023-03-02,2023-03-02,11,Thursday,CM Tuy Lý Vương,1,1037902,22500.0,1015402.0,0.021678347281342554,32.266666666666666,0.26666666666666666,15.1,0.0,0,1,0,normal
74177/1,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,1037902,22500.0,1015402.0,0.021678347281342554,,0.23333333333333334,,,0,0,0,
66918/3,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,980700,7500.0,973200.0,0.007647598654022637,51.083333333333336,0.21666666666666667,16.85,0.0,0,1,0,slow
66934/3,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,661582,7500.0,654082.0,0.011336463204863494,51.333333333333336,0.23333333333333334,17.05,0.0,0,1,0,slow
58532/8,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,936116,7500.0,928616.0,0.008011827594016125,13.516666666666667,0.25,1.1,0.0,0,1,1,very_fast
50895/5,2023-03-02,2023-03-02,10,Thursday,CM Tuy Lý Vương,1,385000,7500.0,377500.0,0.01948051948051948,22.216666666666665,0.26666666666666666,1.5,0.0,0,1,1,fast
74122/1,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,1,681400,15000.0,666400.0,0.02201350161432345,90.96666666666667,0.35,14.0,0.0,0,1,0,slow
37507/14,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,1,1455000,15000.0,1440000.0,0.010309278350515464,91.26666666666667,0.38333333333333336,14.2,0.0,0,1,0,slow
74054/1,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,2,2339500,30000.0,2309500.0,0.012823252831801668,90.81666666666666,0.4166666666666667,14.4,0.0,1,1,0,slow
74123/1,2023-03-02,2023-03-02,9,Thursday,CM Tuy Lý Vương,2,482800,30000.0,452800.0,0.06213753106876554,91.55,0.43333333333333335,14.583333333333334,0.0,1,1,0,slow
66890/3,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,2,1088835,30000.0,1058835.0,0.027552383970023006,63.583333333333336,0.21666666666666667,32.0,0.0,1,1,0,slow
37569/14,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,1577600,15000.0,1562600.0,0.009508113590263692,68.71666666666667,0.4,36.96666666666667,0.0,0,1,0,slow
66856/3,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,1088075,15000.0,1073075.0,0.013785814396985502,68.93333333333334,0.4166666666666667,37.18333333333333,0.0,0,1,0,slow
50816/5,2023-03-02,2023-03-02,7,Thursday,CM Tuy Lý Vương,1,1040900,15000.0,1025900.0,0.01441060620616774,69.13333333333334,0.43333333333333335,37.43333333333333,0.0,0,1,0,slow
50853/5,2023-03-01,2023-03-01,20,Wednesday,CM Tuy Lý Vương,1,1364900,7500.0,1357400.0,0.005494908051871932,120.75,0.21666666666666667,7.9,0.0,0,1,0,slow
74062/1,2023-03-01,2023-03-01,20,Wednesday,CM Tuy Lý Vương,1,304400,7500.0,296900.0,0.024638633377135347,120.96666666666667,0.25,8.15,0.0,0,1,0,slow
50698/5,2023-03-01,2023-03-01,19,Wednesday,CM Tuy Lý Vương,1,1189900,15000.0,1174900.0,0.012606101353054878,131.81666666666666,0.25,18.983333333333334,0.0,0,1,0,slow
50819/5,2023-03-01,2023-03-01,19,Wednesday,CM Tuy Lý Vương,1,513400,15000.0,498400.0,0.0292169848071679,132.08333333333334,0.26666666666666666,19.25,0.0,0,1,0,slow
37399/14,2023-03-01,2023-03-01,19,Wednesday,CM Tuy Lý Vương,1,1200000,22500.0,1177500.0,0.01875,132.36666666666667,0.2833333333333333,19.466666666666665,0.0,0,1,0,slow
73839/1,2023-03-01,2023-03-01,18,Wednesday,CM Tuy Lý Vương,1,1723900,7500.0,1716400.0,0.004350600382852834,49.96666666666667,0.23333333333333334,40.06666666666667,0.0,0,1,0,slow
37430/14,2023-03-01,2023-03-01,18,Wednesday,CM Tuy Lý Vương,1,1414600,15000.0,1399600.0,0.010603704227343419,50.15,0.25,40.333333333333336,0.0,0,1,0,slow
58354/8,2023-03-01,2023-03-01,18,Wednesday,CM Tuy Lý Vương,1,888800,15000.0,873800.0,0.016876687668766877,50.38333333333333,0.2833333333333333,39.78333333333333,0.0,0,1,0,slow
73979/1,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,612891,7500.0,605391.0,0.012237086202930047,49.666666666666664,0.2,10.483333333333333,0.0,0,1,0,slow
73995/1,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,381732,7500.0,374232.0,0.019647291817295905,21.566666666666666,0.35,3.1333333333333333,0.0,0,1,1,fast
66807/3,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,1529600,7500.0,1522100.0,0.0049032426778242676,21.9,0.38333333333333336,3.5,0.0,0,1,1,fast
58309/8,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,214100,7500.0,206600.0,0.03503035964502569,22.283333333333335,0.26666666666666666,3.8833333333333333,0.0,0,1,1,fast
58237/8,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,415000,7500.0,407500.0,0.018072289156626505,61.81666666666667,0.2833333333333333,4.083333333333333,0.0,0,1,0,slow
66638/3,2023-03-01,2023-03-01,17,Wednesday,CM Tuy Lý Vương,1,996094,7500.0,988594.0,0.007529409874971639,62.15,0.3,4.283333333333333,0.0,0,1,0,slow
37392/14,2023-03-01,2023-03-01,16,Wednesday,CM Tuy Lý Vương,1,448000,7500.0,440500.0,0.016741071428571428,13.916666666666666,0.4666666666666667,2.3,0.0,0,1,1,very_fast
50750/5,2023-03-01,2023-03-01,16,Wednesday,CM Tuy Lý Vương,1,534400,7500.0,526900.0,0.01403443113772455,13.683333333333334,0.48333333333333334,2.8333333333333335,0.0,0,1,1,very_fast
50743/5,2023-03-01,2023-03-01,16,Wednesday,CM Tuy Lý Vương,1,1195900,15000.0,1180900.0,0.012542854753741952,24.533333333333335,0.5,2.55,0.0,0,1,1,fast
58356/8,2023-03-01,2023-03-01,15,Wednesday,CM Tuy Lý Vương,1,1371700,7500.0,1364200.0,0.005467667857403222,54.4,0.3333333333333333,12.3,0.0,0,1,0,slow
37342/14,2023-03-01,2023-03-01,15,Wednesday,CM Tuy Lý Vương,1,670800,7500.0,663300.0,0.011180679785330949,54.2,0.35,12.483333333333333,0.0,0,1,0,slow
58309/8,2023-03-01,2023-03-01,15,Wednesday,CM Tuy Lý Vương,1,214100,7500.0,206600.0,0.03503035964502569,25.0,0.36666666666666664,12.666666666666666,0.0,0,0,1,fast
37362/14,2023-03-01,2023-03-01,15,Wednesday,CM Tuy Lý Vương,1,760900,7500.0,753400.0,0.00985674858719937,54.75,0.38333333333333336,12.85,0.0,0,1,0,slow
